Symbol  ,Date  ,Expiry  ,Option type  ,Strike Price  ,Open  ,High  ,Low  ,Close  ,LTP  ,Settle Price  ,No. of contracts  ,Turnover * in  ₹ Lakhs,Premium Turnover ** in   ₹ Lakhs,Open Int  ,Change in OI  ,Underlying Value  
NIFTY,23-Dec-2025,24-Feb-2026,PE,25800.00,183.10,187.80,162.00,169.85,175.00,169.85,1142.00,19279.62,128.28,100230.00,14755.00,26177.15
NIFTY,22-Dec-2025,24-Feb-2026,PE,25800.00,238.10,238.10,184.15,185.75,185.95,185.75,1431.00,24177.68,179.81,85475.00,31005.00,26172.40
NIFTY,19-Dec-2025,24-Feb-2026,PE,25800.00,261.05,264.45,238.00,239.65,238.10,239.65,676.00,11445.29,108.77,54470.00,-1755.00,25966.40
NIFTY,18-Dec-2025,24-Feb-2026,PE,25800.00,304.60,318.00,264.05,290.75,297.90,290.75,571.00,9682.49,106.82,56225.00,1105.00,25815.55
NIFTY,17-Dec-2025,24-Feb-2026,PE,25800.00,280.00,305.00,265.55,292.85,287.65,292.85,559.00,9480.30,105.87,55120.00,585.00,25818.55
NIFTY,16-Dec-2025,24-Feb-2026,PE,25800.00,258.15,286.00,256.85,283.30,285.95,283.30,557.00,9440.64,99.75,54535.00,2665.00,25860.10
NIFTY,15-Dec-2025,24-Feb-2026,PE,25800.00,263.20,277.55,238.35,240.10,240.00,240.10,502.00,8501.10,82.56,51870.00,2210.00,26027.30
NIFTY,12-Dec-2025,24-Feb-2026,PE,25800.00,255.00,272.25,237.40,239.75,238.85,239.75,506.00,8569.03,83.41,49660.00,8060.00,26046.95
NIFTY,11-Dec-2025,24-Feb-2026,PE,25800.00,337.65,361.00,282.75,286.70,288.55,286.70,319.00,5413.69,64.06,41600.00,3380.00,25898.55
NIFTY,10-Dec-2025,24-Feb-2026,PE,25800.00,310.45,345.00,281.45,340.80,342.35,340.80,702.00,11919.64,147.10,38220.00,2860.00,25758.00
NIFTY,09-Dec-2025,24-Feb-2026,PE,25800.00,308.50,355.00,286.15,310.40,308.45,310.40,613.00,10406.50,126.49,35360.00,5265.00,25839.65
NIFTY,08-Dec-2025,24-Feb-2026,PE,25800.00,223.50,300.00,213.00,291.05,291.75,291.05,407.00,6895.81,70.42,30095.00,11895.00,25960.55
NIFTY,05-Dec-2025,24-Feb-2026,PE,25800.00,261.05,263.65,210.80,212.70,210.80,212.70,203.00,3435.47,31.16,18200.00,2600.00,26186.45
NIFTY,04-Dec-2025,24-Feb-2026,PE,25800.00,282.45,283.00,249.00,256.35,256.35,256.35,100.00,1694.39,17.39,15600.00,-65.00,26033.75
NIFTY,03-Dec-2025,24-Feb-2026,PE,25800.00,280.00,310.75,278.15,281.80,281.00,281.80,221.00,3748.03,41.86,15665.00,6045.00,25986.00
NIFTY,02-Dec-2025,24-Feb-2026,PE,25800.00,263.00,277.85,258.85,266.70,264.15,266.70,68.00,1152.20,11.84,9620.00,3185.00,26032.20
NIFTY,01-Dec-2025,24-Feb-2026,PE,25800.00,221.80,249.25,219.95,248.45,248.25,248.45,57.00,964.69,8.80,6435.00,2990.00,26175.75
NIFTY,28-Nov-2025,24-Feb-2026,PE,25800.00,223.75,236.00,223.75,232.15,230.15,232.15,25.00,423.02,3.77,3445.00,1105.00,26202.95
NIFTY,27-Nov-2025,24-Feb-2026,PE,25800.00,250.55,250.60,227.05,241.60,241.60,304.10,44.00,744.71,6.83,2340.00,2080.00,26215.55
NIFTY,26-Nov-2025,24-Feb-2026,PE,25800.00,272.00,272.00,270.00,270.40,270.40,310.30,4.00,67.78,0.70,260.00,260.00,26205.30
