Symbol  ,Date  ,Expiry  ,Option type  ,Strike Price  ,Open  ,High  ,Low  ,Close  ,LTP  ,Settle Price  ,No. of contracts  ,Turnover * in  ₹ Lakhs,Premium Turnover ** in   ₹ Lakhs,Open Int  ,Change in OI  ,Underlying Value  
NIFTY,21-Jan-2026,24-Feb-2026,CE,26200.00,111.95,128.20,82.50,95.90,96.50,95.90,23325.00,398761.28,1536.53,658320.00,69030.00,25157.50
NIFTY,20-Jan-2026,24-Feb-2026,CE,26200.00,173.70,182.00,104.50,109.85,106.95,109.85,14748.00,252450.08,1291.64,589290.00,154180.00,25232.50
NIFTY,19-Jan-2026,24-Feb-2026,CE,26200.00,229.55,229.60,170.95,180.00,174.05,180.00,8128.00,139394.69,974.85,435110.00,39000.00,25585.50
NIFTY,16-Jan-2026,24-Feb-2026,CE,26200.00,260.95,320.75,237.00,242.15,238.05,242.15,5048.00,86850.47,883.03,396110.00,18980.00,25694.35
NIFTY,14-Jan-2026,24-Feb-2026,CE,26200.00,233.00,284.25,221.50,238.15,240.00,238.15,3089.00,53103.14,497.47,377130.00,11375.00,25665.60
NIFTY,13-Jan-2026,24-Feb-2026,CE,26200.00,320.05,323.15,228.10,263.20,257.10,263.20,3707.00,63779.01,648.80,365755.00,-7995.00,25732.30
NIFTY,12-Jan-2026,24-Feb-2026,CE,26200.00,284.35,318.75,201.75,307.35,308.80,307.35,8671.00,149070.18,1403.05,373750.00,50895.00,25790.25
NIFTY,09-Jan-2026,24-Feb-2026,CE,26200.00,270.00,392.45,257.00,276.90,284.35,276.90,6394.00,110164.53,1274.71,322855.00,19630.00,25683.30
NIFTY,08-Jan-2026,24-Feb-2026,CE,26200.00,470.00,481.75,362.00,372.35,366.40,372.35,5931.00,102566.84,1561.91,303225.00,111020.00,25876.85
NIFTY,07-Jan-2026,24-Feb-2026,CE,26200.00,500.00,540.35,474.00,498.55,495.25,498.55,1868.00,32420.83,608.79,192205.00,23920.00,26140.75
NIFTY,06-Jan-2026,24-Feb-2026,CE,26200.00,600.15,609.75,522.90,535.10,536.90,535.10,1584.00,27544.09,568.57,168285.00,21125.00,26178.70
NIFTY,05-Jan-2026,24-Feb-2026,CE,26200.00,657.95,683.70,555.35,565.20,562.95,565.20,1412.00,24604.32,557.96,147160.00,1690.00,26250.30
NIFTY,02-Jan-2026,24-Feb-2026,CE,26200.00,571.75,663.25,551.45,647.25,663.25,647.25,1467.00,25567.01,584.00,145470.00,-6695.00,26328.55
NIFTY,01-Jan-2026,24-Feb-2026,CE,26200.00,544.00,568.55,519.95,537.75,536.00,537.75,1251.00,21743.73,439.20,152165.00,26195.00,26146.55
NIFTY,31-Dec-2025,24-Feb-2026,CE,26200.00,464.95,559.20,444.10,544.10,544.00,544.10,1456.00,25288.04,492.36,125970.00,18525.00,26129.60
NIFTY,30-Dec-2025,24-Feb-2026,CE,26200.00,436.00,461.40,410.05,443.40,449.95,443.40,810.00,14021.34,227.04,107445.00,10465.00,25938.85
NIFTY,29-Dec-2025,24-Feb-2026,CE,26200.00,514.95,527.25,439.75,448.70,445.60,448.70,622.00,10781.81,189.15,96980.00,7280.00,25942.10
NIFTY,26-Dec-2025,24-Feb-2026,CE,26200.00,562.05,568.05,499.65,509.55,510.00,509.55,428.00,7434.45,145.61,89700.00,3055.00,26042.30
NIFTY,24-Dec-2025,24-Feb-2026,CE,26200.00,610.00,658.05,587.20,592.75,591.15,592.75,880.00,15342.88,356.48,86645.00,15340.00,26142.10
NIFTY,23-Dec-2025,24-Feb-2026,CE,26200.00,646.00,655.95,602.00,622.40,616.00,622.40,854.00,14893.96,350.34,71305.00,-1040.00,26177.15
NIFTY,22-Dec-2025,24-Feb-2026,CE,26200.00,580.00,627.70,580.00,621.10,627.70,621.10,572.00,9966.67,225.51,72345.00,8385.00,26172.40
NIFTY,19-Dec-2025,24-Feb-2026,CE,26200.00,500.00,522.90,487.45,518.55,522.00,518.55,351.00,6092.94,115.41,63960.00,2275.00,25966.40
NIFTY,18-Dec-2025,24-Feb-2026,CE,26200.00,433.60,500.00,422.00,450.55,451.00,450.55,426.00,7381.11,126.33,61685.00,3185.00,25815.55
NIFTY,17-Dec-2025,24-Feb-2026,CE,26200.00,496.05,530.00,445.60,462.30,465.70,462.30,959.00,16621.76,289.99,58500.00,40950.00,25818.55
NIFTY,16-Dec-2025,24-Feb-2026,CE,26200.00,529.35,540.00,493.15,496.00,495.00,496.00,149.00,2587.60,50.13,17550.00,1560.00,25860.10
NIFTY,15-Dec-2025,24-Feb-2026,CE,26200.00,561.00,600.40,533.55,591.55,593.45,591.55,137.00,2383.08,49.97,15990.00,585.00,26027.30
NIFTY,12-Dec-2025,24-Feb-2026,CE,26200.00,590.00,621.20,568.40,620.00,619.60,620.00,146.00,2543.24,56.86,15405.00,910.00,26046.95
NIFTY,11-Dec-2025,24-Feb-2026,CE,26200.00,488.00,572.15,454.60,553.70,552.00,553.70,180.00,3126.35,60.95,14495.00,2210.00,25898.55
NIFTY,10-Dec-2025,24-Feb-2026,CE,26200.00,550.00,586.10,484.90,491.25,489.75,491.25,209.00,3629.36,70.09,12285.00,-390.00,25758.00
NIFTY,09-Dec-2025,24-Feb-2026,CE,26200.00,556.00,587.40,523.95,541.60,542.00,541.60,205.00,3564.41,73.26,12675.00,780.00,25839.65
NIFTY,08-Dec-2025,24-Feb-2026,CE,26200.00,743.50,743.50,603.00,610.85,603.60,610.85,149.00,2599.96,62.49,11895.00,1495.00,25960.55
NIFTY,05-Dec-2025,24-Feb-2026,CE,26200.00,690.00,782.00,685.00,759.95,754.85,759.95,99.00,1733.45,47.48,10400.00,3250.00,26186.45
NIFTY,04-Dec-2025,24-Feb-2026,CE,26200.00,659.50,719.50,641.45,688.35,688.35,688.35,68.00,1187.68,29.64,7150.00,1105.00,26033.75
NIFTY,03-Dec-2025,24-Feb-2026,CE,26200.00,655.80,660.00,629.95,659.50,659.50,659.50,54.00,942.26,22.64,6045.00,780.00,25986.00
NIFTY,02-Dec-2025,24-Feb-2026,CE,26200.00,761.00,761.00,722.95,726.40,733.70,726.40,34.00,595.57,16.55,5265.00,1625.00,26032.20
NIFTY,01-Dec-2025,24-Feb-2026,CE,26200.00,859.00,882.05,802.00,803.00,803.00,803.00,32.00,562.24,17.28,3640.00,1495.00,26175.75
NIFTY,28-Nov-2025,24-Feb-2026,CE,26200.00,878.90,878.90,837.70,853.45,859.00,853.45,28.00,492.37,15.53,2145.00,975.00,26202.95
NIFTY,27-Nov-2025,24-Feb-2026,CE,26200.00,879.65,879.70,826.15,855.85,855.00,855.85,18.00,316.47,9.93,1170.00,780.00,26215.55
NIFTY,26-Nov-2025,24-Feb-2026,CE,26200.00,844.00,881.10,844.00,881.10,881.10,881.10,7.00,123.09,3.88,390.00,390.00,26205.30
