Symbol  ,Date  ,Expiry  ,Option type  ,Strike Price  ,Open  ,High  ,Low  ,Close  ,LTP  ,Settle Price  ,No. of contracts  ,Turnover * in  ₹ Lakhs,Premium Turnover ** in   ₹ Lakhs,Open Int  ,Change in OI  ,Underlying Value  
NIFTY,22-Dec-2025,24-Feb-2026,CE,26000.00,694.75,765.45,694.75,758.70,761.50,758.70,3223.00,56022.50,1553.80,300495.00,44850.00,26172.40
NIFTY,19-Dec-2025,24-Feb-2026,CE,26000.00,611.50,648.55,605.00,641.70,647.90,641.70,2454.00,42478.63,1006.03,255645.00,17160.00,25966.40
NIFTY,18-Dec-2025,24-Feb-2026,CE,26000.00,562.00,617.70,525.05,561.10,561.50,561.10,2474.00,42733.47,922.87,238485.00,12350.00,25815.55
NIFTY,17-Dec-2025,24-Feb-2026,CE,26000.00,613.75,638.80,553.60,573.00,577.00,573.00,1416.00,24468.34,537.94,226135.00,8450.00,25818.55
NIFTY,16-Dec-2025,24-Feb-2026,CE,26000.00,690.00,690.00,601.00,606.45,606.00,606.45,1293.00,22382.19,530.49,217685.00,3055.00,25860.10
NIFTY,15-Dec-2025,24-Feb-2026,CE,26000.00,705.00,725.00,651.00,713.80,701.85,713.80,2035.00,35302.91,911.41,214630.00,1495.00,26027.30
NIFTY,12-Dec-2025,24-Feb-2026,CE,26000.00,715.00,757.45,686.70,744.55,753.50,744.55,1660.00,28846.55,792.55,213135.00,33280.00,26046.95
NIFTY,11-Dec-2025,24-Feb-2026,CE,26000.00,611.00,691.60,559.15,670.90,675.00,670.90,1678.00,29052.26,694.06,179855.00,10725.00,25898.55
NIFTY,10-Dec-2025,24-Feb-2026,CE,26000.00,655.00,705.00,588.80,598.40,592.20,598.40,1728.00,29920.39,717.19,169130.00,21645.00,25758.00
NIFTY,09-Dec-2025,24-Feb-2026,CE,26000.00,682.75,708.30,625.45,657.45,657.00,657.45,2106.00,36491.94,900.54,147485.00,23465.00,25839.65
NIFTY,08-Dec-2025,24-Feb-2026,CE,26000.00,880.05,888.55,721.50,735.50,727.80,735.50,1203.00,20949.83,619.13,124020.00,12025.00,25960.55
NIFTY,05-Dec-2025,24-Feb-2026,CE,26000.00,810.00,920.40,790.00,895.80,894.55,895.80,905.00,15803.09,508.59,111995.00,4160.00,26186.45
NIFTY,04-Dec-2025,24-Feb-2026,CE,26000.00,757.05,854.55,750.50,816.40,811.00,816.40,672.00,11705.54,348.74,107835.00,15470.00,26033.75
NIFTY,03-Dec-2025,24-Feb-2026,CE,26000.00,830.00,841.35,748.85,796.35,795.60,796.35,1019.00,17738.22,517.12,92365.00,19240.00,25986.00
NIFTY,02-Dec-2025,24-Feb-2026,CE,26000.00,911.95,939.90,844.45,871.05,867.55,871.05,584.00,10205.28,335.68,73125.00,25935.00,26032.20
NIFTY,01-Dec-2025,24-Feb-2026,CE,26000.00,1049.35,1049.40,937.10,955.05,951.45,955.05,412.00,7226.61,263.81,47190.00,15405.00,26175.75
NIFTY,28-Nov-2025,24-Feb-2026,CE,26000.00,1009.90,1034.05,973.05,993.55,995.00,993.55,223.00,3913.24,144.54,31785.00,9880.00,26202.95
NIFTY,27-Nov-2025,24-Feb-2026,CE,26000.00,1060.00,1070.15,966.90,996.80,991.85,996.80,291.00,5113.09,195.19,21905.00,130.00,26215.55
NIFTY,26-Nov-2025,24-Feb-2026,CE,26000.00,864.70,1006.60,852.80,998.20,1000.55,998.20,500.00,8751.46,301.46,21775.00,21775.00,26205.30
