Date,Strategy,PnL,Stock_Pos,Hedge_Opt_Pos
2025-11-26,Delta-Gamma,-27.377866184702725,7.243008213844099,95.73083796078605
2025-11-27,Delta-Gamma,9.302627397308243,7.349750642545743,95.62214687000238
2025-11-28,Delta-Gamma,36.51276604978193,7.149520315933508,95.84956583231019
2025-12-01,Delta-Gamma,130.86624098934408,7.146985992967807,96.00577936105591
2025-12-02,Delta-Gamma,147.32001009654778,6.3706819348621195,97.2049035227354
2025-12-03,Delta-Gamma,183.723267737485,6.695843685715602,97.26508141392824
2025-12-04,Delta-Gamma,212.78466404165374,6.997244930179214,96.83338569050113
2025-12-05,Delta-Gamma,215.25235256027372,8.03497120294552,95.31866753668537
2025-12-08,Delta-Gamma,331.2573946841876,6.894276221559068,97.45146160597453
2025-12-09,Delta-Gamma,364.1699081864499,6.30802650946621,98.65755121339221
2025-12-10,Delta-Gamma,398.39412892297696,5.996634019153014,99.52193106005225
2025-12-11,Delta-Gamma,417.211448408867,6.767269427213783,98.07794668306218
2025-12-12,Delta-Gamma,426.1996708775987,7.811614797745712,96.42817059500241
2025-12-15,Delta-Gamma,531.663851561927,7.790487690055365,96.67514443032877
2025-12-16,Delta-Gamma,570.4927636623252,6.826035320687026,98.61891373167045
2025-12-17,Delta-Gamma,608.0877389237357,6.653438402370824,99.15443912566822
2025-12-18,Delta-Gamma,634.8315408281123,6.712339592715992,99.2362196970023
2025-12-19,Delta-Gamma,652.0374958025131,7.713181415143332,97.36587949055195
2025-12-22,Delta-Gamma,748.8475114112807,9.149349165015593,94.91186212160673
2025-12-23,Delta-Gamma,783.7591367354034,9.301162490341603,94.78876315633977
2025-12-24,Delta-Gamma,825.5980039423157,8.8466547173254,95.41353846886342
2025-12-26,Delta-Gamma,929.8255996345179,8.585526059106705,96.46659414428828
2025-12-29,Delta-Gamma,1041.0145794006457,7.799099475702171,98.05819948416274
2025-12-30,Delta-Gamma,1077.0026990313272,7.738409012312182,98.1737778362182
2025-12-31,Delta-Gamma,1111.2168494522339,9.184214276697404,95.50182602465328
2026-01-01,Delta-Gamma,1145.0498352972209,9.72690948730638,94.99470978568095
2026-01-02,Delta-Gamma,1177.6379246767901,11.422287805228123,92.27419516793044
2026-01-05,Delta-Gamma,1360.2322622028878,11.57216590493303,92.77268242002495
2026-01-06,Delta-Gamma,1373.9573883624107,10.16746801834529,94.57838734903544
2026-01-07,Delta-Gamma,1425.2023066152688,10.134874212441403,94.99744831780421
2026-01-08,Delta-Gamma,1370.2253378054374,7.43810370674796,99.70907810425236
2026-01-09,Delta-Gamma,1431.5512488429085,6.071263069382674,103.3129025214138
2026-01-12,Delta-Gamma,1495.7228535750182,6.903313809464322,101.69069788684138
2026-01-13,Delta-Gamma,1554.9384820091145,6.709920149504249,103.31213110446076
2026-01-14,Delta-Gamma,1580.0199069345836,6.074785920841016,104.78953992288794
2026-01-16,Delta-Gamma,1632.2907572510594,6.2627602626144,104.42731905845358
2026-01-19,Delta-Gamma,1774.789708021748,5.459062997767994,108.15932081867763
2026-01-20,Delta-Gamma,1574.1803305990106,3.051051587660119,115.40055553760656
2026-01-21,Delta-Gamma,1582.2057955325363,2.671360834438893,117.01787788739907
2026-01-22,Delta-Gamma,1590.4356758131762,3.3055182831509633,114.09603032719598
2026-01-23,Delta-Gamma,1545.0287580790482,2.2032750305354725,118.68292166082301
2026-01-27,Delta-Gamma,1578.2601309059064,2.6496641530314413,116.29083568023738
2026-01-28,Delta-Gamma,1540.84413386093,3.4206909957337146,118.34978741811703
2026-01-29,Delta-Gamma,1549.456579656391,3.9116914519682666,116.70416169192038
2026-01-30,Delta-Gamma,1562.9469239884838,3.204383001664798,120.42782030269431
2026-02-01,Delta-Gamma,1265.2311335890772,1.1548698094697034,132.78101247194581
2026-02-02,Delta-Gamma,1201.5006009257868,1.6979406406591302,137.18061812138112
2026-02-03,Delta-Gamma,1438.918916583294,7.032186486369042,111.0789687363003
2026-02-04,Delta-Gamma,1445.7039456401071,8.054021979580703,111.20962932580167
2026-02-05,Delta-Gamma,1524.4546930368178,6.035629228697509,120.52088349994307
2026-02-06,Delta-Gamma,1553.7361133674403,6.975676053647941,123.99509213734093
